"Review Customer";"Sentiment"
"beli satu stik ps2 alhamdulilah sampai dengan keadan baik bahkan packingnya pun juga pakai buble wrap rapi sat ini stik ps2nya sudah saya coba pakai selama kurang lebih 3mingu lebih stik nya berfungsi dengan normal dan baik saja dengan catatan saya pakai buat main game yg ringan saja seperti misalnya bukan game yg bertipe membutuhkan ritme kecepatan mengerakan analog dan juga bukan menekan tombol yg keras dan berkalimisalnya game fighting hanya saya gunakan buat main game bertipe casual saja itu saja teriterima kasih";"Positive"
"build quality cakepstik normal smuapengiriman gak sampai 24jamrecomended banget";"Positive"
"selalu puas dengan pelayanan seler pengirimanya cpt dan harga kompetitifserta mumpung lagi ada update next gen";"Positive"
"pelayanan mantaplangsung kirim dan sampainya cepet bangetapiackingnya juga ok banget";"Positive"
"mantap terima kasih seler order kemarin sore 24 jam sudah tiba k daerah garut barang sesuai deskripsi";"Positive"
"barangnya mantabs bingitokonya recomended banget";"Positive"
"barang bagus cm ternyata kecil gk seperti yg di bayangin tapi anak q suka cm yg kecewa kabel chargernya gk ada";"Positive"
"lcd nya kurang baguslumayan buat hiburan tapi layarnya kecilkabel casan berfungsi tapi ga dikasih colokanyasemoga amanah terus gan";"Positive"
"barang sesuai pesanansudah di coba okepacking rapihterima kasih";"Positive"
"mantap paling terjangkau diantara seler lain bener bener baru sudah dimainkan tidak ada masalah";"Positive"
"packing oke banget gak asal plastik doang tapi ada buble  dus cokpat  kasetnya oke tapi sayang gak ada kertas manual nya";"Positive"
"game lancar kondisi box dan game cartridenganes mulus pengiriman super cepat seler yg super responsive thanks gan recomended banget beli game disini";"Positive"
"produk dan layanan bagus serta terpercaya";"Positive"
"seler fast respon pengiriman super cepat";"Positive"
"kemasanya bagus  kualitas nya bagus  kabelnya tebal  suka warna nya biru muda semoga awet  terima kasih seler";"Positive"
"bagus ori banget dan cepat pengiriman barang nya thanks";"Positive"
"pesen 2 kabel data1 sesuai deskripsi tapi 1 lagi barang lain packing aman pengiriman cepat yang nyiapin barang kurang teliti overal ok lah";"Positive"
"pemasangan msudah karena aksesoris pembantunya lengkap produk juga sesuai ekspektasi";"Positive"
"produk bagus enak buat dipake nulis";"Positive"
"permukan scren guard agak kasar tisu basah nya sdh kering packing aman dan pengiriman cepat";"Positive"
"produk ok cuman teksturnya terlalu kasar overal positive thanks seler";"Positive"
"barangnya original  berfungsi dengan baik";"Positive"
"imei terdaftar di kemenperin barangnya original  penjualnya ramahbanget barangnya mulus proses pesanan cepat berfungsi dengan baik packaging rapi ada garansi ibox";"Positive"
"sat unit ada masalah seler bersedia membantu mengatasi terima kasih banyak";"Positive"
"barangnya original  ada garansi ibox imei terdaftar di kemenperin masih ada grenpel barangnya mulus sinyal aman berfungsi dengan baik";"Positive"
"overal puas cuman sayang salah kirim warna";"Positive"
"barangnya original  ada garansi resmi kelengkapan sesuai kemasan disegel warna sesuai pesanan spesifikasi sesuai  suara jernih berfungsi dengan baik barangnya mulus kamera tsajam proses pesanan cepat packaging rapi packaging aman  respon penjualnya top penjualnya ramah banget baterai awet";"Positive"
"barangnya original  kemasan disegel proses pesanan cepat respon penjualnya top";"Positive"
"barang ori bagus sesuai pesanan packing rapih buble wrap tebel jadi barang aman hanya terkendala di jasa pengiriman";"Positive"
"kemasan disegel spesifikasi sesuai  warna sesuai pesanan";"Positive"
"super keren seler deh ini terima kasih bantuanya";"Positive"
"mantap sangat bermanfat";"Positive"
"pencongkel nya ringkih sekali pakai patah overal sesuai harga";"Positive"
"recomended seler fast respons kualitas barang cukup sesui harga teriterima kasih";"Positive"
"touch scren lancar layar sensitif respon penjualnya top";"Positive"
"penjualnya ramah banget proses pesanan cepat layar sensitif packaging rapi touch scren lancar ada garansi toko";"Positive"
"brang sampe walau agak lama terimkasih";"Positive"
"orderan sesuai dan kualitasnya juga ok pengiriman tidak terlalu lama";"Positive"
"terima kasih barang sudah mendarat dengan selamat";"Positive"
"barang sesuai pesanan packing rapi pas dicoba ok buat isi ulang dn charge pengiriman sesuai estimasi";"Positive"
"mantap benar deh gak rugi dah beli disini cepat sampai dengan selamat barangnya langsung bisa digunakan";"Positive"
"mantap sesuai respon cepat semoga awet";"Positive"
"hampir sempurna packing nya doang yg kurang aman dari benturan";"Positive"
"penjual sangat fast respon dan dari proses sampai pengiriman juga cepat pelayanan dan produk sangat memuaskan";"Positive"
"pengiriman cepat power banknya berfungsi baik msudah 2 awet mantap";"Positive"
"barang oke  recomended seler dah";"Positive"
"pengiriman telat sehari tapi barangnya bagus";"Positive"
"orderan sdh dterima dengan baik fungsi sangat baik respon dan pengiriman sangat cepat terima kasih";"Positive"
"baru coba satu sip mantul msudah msudahan yg satunya juga berfungsi sesuai deskripsi thanks engakn";"Positive"
"barang sangat baguspengiriman baik smg awet";"Positive"
"barang sampai dan sesuai harapan";"Positive"
"ada garansi resmi barangnya original  baterai awet fitur msudah digunakan penjualnya ramah banget";"Positive"
"packaging aman  packaging rapi proses pesanan cepat barangnya original";"Positive"
"respon penjualnya top";"Positive"
"sesuai deskripsibarang sampai dengan keadan baikpackaging aman  respon penjualnya top barangnya original";"Positive"
"original amazon  proses pesanan cepat packaging aman  packaging rapi respon penjualnya top engakmpang dibawabawa enak buat baca";"Positive"
"engakmpang dibawabawa muat banyak buku enak buat baca packaging aman  packaging rapi";"Positive"
"proses pesanan cepatpackaging aman packaging rapi";"Positive"
"barang ori bagus masih segel sejauh ini berfungsi dengan baik";"Positive"
"nomor seri terdaftar barangnya original  berfungsi dengan baik packaging aman";"Positive"
"ipad ketiga yang dibeli di seler ini dan selalu memuaskan bisa metidakomodir pembelian yang mendadak dan minta dikirim langsung besokanya highly recomended";"Positive"
"produk diterima dengan baik sayangnya box banyak yang penyok kalau bisa tambahkan opsi tambah buble wrap tidak apa2 tambah biaya agar buyer menerima box dalam keadan sempurna";"Positive"
"mantul boskuh barang istimewa";"Positive"
"kualitasnya bagus berfungsi dengan baik";"Positive"
"kakinya gampang diatur berfungsi dengan baik kualitas sesuai harga";"Positive"
"berfungsi dengan baik kualitas sesuai harga penjualnya ramah banget proses pesanan cepat respon penjualnya top";"Positive"
"build kokoh kakinya gampang diatur berfungsi dengan baik berfungsi dengan baik";"Positive"
"penjualnya ramah  respon penjualnya bagusproses pesanan cepat";"Positive"
"pengiriman nya cepet tapi packing nya gak aman banget soalnya cuman dipacking sama plastik tanpa buble wrap maupun kardus tapi over al bagus sih ini juga dapet gratis dari tokopedia teriterima kasih tokopedia";"Positive"
"proses pesanan cepat kualitas sesuai harga berfungsi dengan baik";"Positive"
"pengiriman cepat kabel sesuai plus dikasih bonus pelindung kabel top lah";"Positive"
"respond dan pengiriman cepat barang ok";"Positive"
"barang cet sampai thanks seler fast respon nya";"Positive"
"positive quality  ada bonus pelindung kabel";"Positive"
"palsu tapi bisa dipakai dan harga terjangkau";"Positive"
"kabel nya original hanya untuk iphone seri tingi harus di bolak balik sat di cas baru bisa masuk";"Positive"
"semoga cepat awet barang sesuai";"Positive"
"barangnya original  ada garansi resmi suaranya jernih noise cancelation mantap harganya terjangkau ngak kresekresek penjualnya ramah banget proses pesanan cepat";"Positive"
"suaranya jernih nyaman dipakai lama basnya mantap";"Positive"
"barangnya original  suaranya jernih";"Positive"
"barangnya original  suaranya jernih desainya modern  suaranya bersih ngak kresekresek";"Positive"
"dapat bekerja dengan baik dan nyaman di kuping basnya mantap";"Positive"
"suara yang dihasilkan oke dan jelas tidak terdpat maslah mkasih";"Positive"
"paket sdh saya terima belum dicoba semoga anak saya suka semoga berfungsi dan awet terima kasih ya kak";"Positive"
"barangnya original  kemasan disegel tapi kok gk ad buku garansiy sma anti gores  sofkeswarna sesuai pesanan";"Positive"
"mantap langsung sampai";"Positive"
"barangnya original  warna sesuai pesanan suara jernih penjualnya ramah banget packaging aman  respon penjualnya top";"Positive"
"barangnya original  ada garansi resmi kemasan disegel spesifikasi sesuai  barangnya mulus kelengkapan sesuai warna sesuai pesanan berfungsi dengan baik penjualnya ramah banget proses pesanan cepat packaging aman  packaging rapi";"Positive"
"thanks sukses terus";"Positive"
"ada garansi resmi kelengkapan sesuai kemasan disegel spesifikasi sesuai";"Positive"
"barang cepat sampai tapi ad sedikit keteken kardus hpnya semoga gk kenapa hpnya";"Positive"
"build kokoh kualitas bahan bagus bisa nahan beban hp proses pesanan cepat";"Positive"
"ssudah dibuka dicoba pasang kuat nempelnya kuncianya juga stabil bongkar pasang hp nya gampang penjual juga responsif";"Positive"
"kualitas bahan bagus proses pesanan cepat packaging aman  packaging rapi";"Positive"
"respon penjualnya top packaging aman  proses pesanan cepat kualitas bahan bagus";"Positive"
"kualitas bahan bagus";"Positive"
"tinginya pas bisa nahan beban hp packaging aman  engakmpang dipasang kualitas bahan bagus proses pesanan cepat";"Positive"
"pengiriman super cepet super recomended banget cepat mengisi daya terima kasih";"Positive"
"bagus banget kabel nya ada rgb nya pengiriman nya juga cepet terima kasih banyak";"Positive"
"product sesuai deskripsi packing rapih beneran fast charging  terima kasih baseus";"Positive"
"barang telah sampai semoga awet terima kasih";"Positive"
"berfungsi dengan baik fast charge jalan";"Positive"
"sesuai dengan deskripsi produk";"Positive"
"lain x waktu pengiriman harap lebih cepat yang lainya sdh bagus";"Positive"
"brang bagus kbel bisa cuma kalo di pake panas di pegangan lampunya";"Positive"
"barangnya original  ada garansi resmi suaranya jernih koneksi bluetoth kuat nyaman dipakai lama material premium";"Positive"
"seler bertangung jawab keren";"Positive"
"kualitas suara bagus kualitas built juga bagus dan kualitas batey ok banget cuma kekuranganya 1 dia nga ada mic spertinya karena device saya tidak detek mic jadi kalo dipake telponan hrs tapi pake mic internal dari device tapi enak buat sekedar denger musik nonton dan maen game";"Positive"
"barangnya original  desainya modern";"Positive"
"lumayan lah untuk harga segini";"Positive"
"pengiriman tiba sesuai jadwal barang sudah saya coba dan berfungsi dengan baik smoga awet ya";"Positive"
"pelayanan gercep dan mantep cuman kualitas suara kurang tapi buat harga 10rban mah mantep";"Positive"
"gausah beli ringlight disini yg dikirim barang rusak ringlightnya mati packingan tipis buat tripodnya bengkok pengembalian dana ribet saya ga terlalu masalah dengan tripodnya tapi ini ringlightnya gabisa dipake sm sekali saya mau kembalin ringlight saja malah di persulitnyesel beli disini buang2 duit buang2 waktu";"Negative"
"barang dikirim tidak lengkap ngak ada phone holdernya jadi hp gak bisa dipasang ssudah chat tapi respon lambat seolah sengsaja dimepetin dengan durasi waktu selesai otomatis";"Negative"
"barang datang dalam keadan dilipat padahal ada catatan barang digulung jangan dilipat";"Negative"
"bagi temen mending ga usah beli darione disini darione yang saya pakai baru dipakai 1 hari terbangnya sudah miring pas take of malah jungkir balik sendiri balingbaling kadang mati kadang hidup chat ke penjual cuma diread dan ga direspon klo ada bintang 0 mah sudah tak kasi bintang 0 ni toko ga niat jualan";"Negative"
"motor depan sebelah kanan cepat panas dan sekarang tidak berpungsimotor belakang kiri juga sama";"Negative"
"darione sulit dikendalikan take of selalu miring wlpun ud kalibrasi sesuai kertas petunjuk menu ap andarioid bhs ingris tapi pesan erornya bahasa mandarin gak bisa baca";"Negative"
"sangat kecewa belanja disini response sangat lambatorder instant courier di kirim besok nya  sore pula aduh oficial store tapi pelayanan nya kayak gini its not recomended deh";"Negative"
"kurang cocok pake samsung s21 ultra hp nya berat gimbalnya miring2";"Negative"
"kecewa banget masa yang datang cuma tripot nya ada nga ada ring light nya tripotnya pun pada patah";"Negative"
"judul  deskripsi misleading bikin org salah paham  sudah keburu yg nyampe ngak sesuai pesanan ini belum pasti dapat right light ya hati2 kl beli";"Negative"
"awal dikirim brg sih packing rapih ya tapi ada bocel sm kaki tripod karetnya ada yg ilang terus saya balikim barangnya saya kasih buble wrap buat balikin tapi seler kirim brg barunya sama sekali ga pake buble wrap alhasil banyak lecet  penyok2 dibilang dari seler ktnya hrs xtra buble wrap tau gt saya balikinya gausa make buble wrap";"Negative"
"barang mau dikirim pakai ekspedisi ke luar kota tapi tidak dibungkus plastik background basah akhirnya tidak bisa dipakai sama sekali";"Negative"
"hasil potongan produk tidak rapih kancing pengait tidak pas latar background kekecilan batok charger lampu cepat panas metidakibatkan lampunya kelapkelip setelah pemakaian 5 menit";"Negative"
"barang yang dikirim kotor dan bekas double tape sudah terbuka dan ada rambut deskripsi padahal baru bukan bekas";"Negative"
"case kardusnya dah lama dan robek di box nya ada bekas karat dan strip led cuma 1 ternyata";"Negative"
"jujur kecewa 1 pengiriman sangat terlambat 2 lampu led kualitasnya sangat buruk pakai kurang lebih 15 menit langsung mati tak terpakai lagi 3 akrilik hitam seperti yang dijanjikan tidak ada 4 ada harga ada rupa5 its a negative negative deal afteral";"Negative"
"barang di terima banyak yg bocor keluar dan banyak yg kosongbarang tidak sesuai deskripsi";"Negative"
"silica gel nya lembab packing kurang rapat dan rapih seharusnya di packing dengan rapat";"Negative"
"packing kurang baik untuk silica gel hanya dibungkus plastik dan plastiknya di hekter sehinga udara bisa keluar masuk mestinya di seal supaya kedap udar";"Negative"
"barang oke tapi seler packingnya asal kemasanya bocor silica gelnya jadi keluar semua apa gunanya lagi silica gelnya  sudah terkena udara tida direkomendasikan buat beli disini";"Negative"
"product ok lah  tapi sayang ada beberapa sachet nya yg sobek  jadi di dalam nya beraktakan gel";"Negative"
"sudah sering beli banyak bahkan tapi untuk yg sekarang sangat kecewa sekali karena ada satu yg gagaldepan belakang samasayangnya ketika ditanya malah disuruh nungu tapi tidak ada jawaban sampai sekarang tau gitu di komplain";"Negative"
"aduk kakenapa ya makin ke sini pengiriman barang nya makin jelekbarang banyak yg keriput kusut rusak tolong dong ke depanya di perbaiki";"Negative"
"barang tidak lengkap sudah coba kirim video unboxing tapi ga bisa2 masuksudah minta nomer wa dan email agar bisa kirim videonya tapi tidak direspondan sudah balas email ke tokopedia juga tapi tidak di balas percuma barang nya juga tidak bisa di pakai karena tidak lengkapadahal di gambar tertera fre";"Negative"
"barangnya ringkih gampang patah pengunci tidak paten bahan kurang bagus ya mungkin sesuai sama harganya kliatan kaya diskon padahal harga normal untuk kualitas segitu ini yg buat g bintang 1 lah";"Negative"
"sepertinya kali ini berlaku prinsip harga sesuai kualitas waktu cek awal sudah feling ga enak karena ada 1 bantal kaki yg lepas lanjut kemudian tiang penyanga bagian tengah lepas lanjut penghubung tiang tidak bisa dicantolin saya coba masih bia di pake ada sedikit harapan tapi tidak lama kemudian mur untuk penopang hape lepas pada sat proses pasang hape jadi totaly ga bisa di pake yah angap saja hitung2 amal deh pengalaman saja untuk tokonya no coment sih karena ga komunikasi lebih";"Negative"
"baterainya yang saya dapet rusak pantes pas di charge ga penuh penuh pas dicoba ternyata gabisa fisik baterainya juga agak kembung";"Negative"
"kurang bagus kualitas nya kemaren beli ditoko sebelah harga sama kualitas lumayan yg ini boros dan bikin kamera jadi over heat";"Negative"
"pengiriman sangat lama padahal didalam jabodetabek begitu barang sampai ada satu yg cacat kayak ada bagian belum selesai finishing alhasil harus motong bagian yg berlebih terus di amplas perekat 3m nya juga sulit dikelupas mohon kedepanya sebelum barang dikirim dicek dulu sudah ada 2 barang yg cacat juga ini";"Negative"
"produk memang sesuai deskripsi penjual harga juga terjangkau pengiriman pun cepat tapi kualitas produknya berbeda dengan originalbawan spt tingkat presisi antar bagian maupun finishing nya agak keras diputar2 utk seting bautnya pun yg panjangpadahal original nya yg panjang hanya utk kamera sajasehinga menjadi pemberat di helm";"Negative"
"barang rusak pesen tgl 1 tgl 28 baru sempet pake buat wedingan pas mau di cas lagi sudah dariop gabisa isi daya hadeh cuma kepake sekali tok";"Negative"
"tidak ada rincian cara pengunan nya tidak ada keterangan alat pendukung utk hp dan kamera jadi nga ngerti saya klo di pake ke hp gmn caranya cara tingin tripod nya gimn";"Negative"
"kamera yang saya beli baru dipakai 1 hari sudah layarnya rusak dengan harga yg cukup mahal barangnya tidak bagus mutunya";"Negative"
"packing kurang aman handle patahemang bahan plastiknya ringkih sih maklum pengiriman lumayan cepat";"Negative"
"brangnya ringkih baru dateng uda pecah 3 part padahal kemasan uda oke next time di cek dlu sebelum kirim";"Negative"
"barang yg dikirim tidak sesuai pesanan salah warna harap bisa lebih teliti lagi dan merespon komplain dengan lebih tangap";"Negative"
"produk sih bagus hanya seler tidak teliti mbaca pesanan salah ukuranya jadinya saya yang susah";"Negative"
"sory banget nih namanya review kan harus jujur yagak kecewa sama warnanya saja pesanya mustard yg dateng orange kupikir salah kirim ternyata menurut penjualnya mustard kayak gitu warnanya padahal klo pun salah kirim saya gak nuntut apa apa";"Negative"
"bahanya jelek yah memang sesuai dengan harganya sih lipatanya terlalu kentara akhirnya tidak bisa dipakai";"Negative"
"prod dikirim dengan dilipatidak digulung padahal utk background fotojadinya ada bekas lipatan permananen";"Negative"
"cepet nyampe karena pake yg kiriman sehari mic nya ga bsa dpake chat ke penjualnya bilang nya itu cuma bonusan so emang klo bonusan harus dkasi yg rusak";"Negative"
"dalam kondisi mati lampu hijaunya tetap hidup sampaisampai batrainya berkurang tampa di pakai";"Negative"
"produk yang saya terima kondisi motor sabliziernya kurang baik al hasil video bukanya jadi mulus malah unstableized";"Negative"
"barang sampe cepat packaging rapi dan amancuma sayang brp fitur seperti tombol triger dan ai lock nya ga bisa tanya ke toko mesti hub garansinya toko ga bisa bantu mohon maf ya kasih bintangnya 3 karena saya kurang puas triterima kasih";"Negative"
"saya melihat review produk ini  hasil suara kualitas di youtube  lumayan bagus tapi kenapa berbeda ya ketika beli barang nya noise nya masih terdengar meskipun pakai deadcat di indor dan ga compatible juga sama spliter jack";"Negative"
"kabel jack nya sangat tidak bagus saya colok ke mic nya tidak terbaca saya coba colok ke speaker harus di teken biar nyala suara untuk mic nya bagus tapi saya harus pake jack yang lain";"Negative"
"barang tidak sesuai yg diklankan sdh di tukar yg baru tapi sama payahnya tidak peka dan tidak copartble untuk beberapa merk";"Negative"
"suaranya gk bs bersih ada noise hasilnya lebih bagus ngerekam pakai headset iphone daripd pakai ini";"Negative"
"tidak bisa digunakan secara native harus mengunakan aplikasi tertentu tidak disebutkan di deskripsi windshield rusak on arival";"Negative"
"saya sudah tulis motif iron cement tapi ternyata ga ke save penjual ga tanya motif dulu malah langsung kirim motif acak";"Negative"
"udah brp kali beli disini di ap ijo  oren puas dengan barangnya hanya saja di pembelian terakhir ini kecewa sih saya beli oyster cement dengan asumsi warnanya abu muda seperti dove grey cement hanya saja lebih mulus teksturnya sprti di katalog ssudah saya cari referensi foto2 ulasan juga belum menemukan foto realnya jadi saya order saja ternyata pas datang hasilnya jauh lebih kuning dari bayangan lalu saya bandingkan dengan dove grey cement saya dari pembelian sebelumnya tnyata beda banget photo atached mgkn lain kali seler kalo foto produknya diseting dulu lightingwhite balancenya supaya akurat  netral warnanya antar produk seler juga kurang komunikatif sbelumnya pernah minta foto produknya yg lebih jelas  zom in tidak diberikan bagi customer selanjutnya pls note oyster cement sprti ini ya plus point packing rapi  pengiriman cepat";"Negative"
"barang sudah sampai tapi kondisinya sobek";"Negative"
"agak penyok dikit yg sebelah kiri usb gak berfungsi jadi mesti ganti usb sendiri";"Negative"
"barang sampai kabel yg dikasih rusak jadi harus pakai kabel lain biar lampu nyala mungkin next qc nya bs di tingkatkan";"Negative"
"barang berfungsi norma kecuali kabel usb nya rusak jadi saya pake kabel usb hp komplen ke toko hanya minta maf tidak menawarkan untuk diganti tolong cek dulu sebelum dikirim terima kasih";"Negative"
"barang sdh datang packing rapih tapi led nya tidak nyala brg datang ketika saya lagi traveling pas di coba led tidak nyala dan di hubungi tokonya tidak mau bertangung jawab karena status order telah selesai selayaknya brg di test dahulu sebelum dikirim ke pembeli utk memastikan semua berfungsi";"Negative"
"miniboxnya sih ok lampu led berfungsi dan menyala semua  tapi kabel usbnya bengkok jadi ga bisa masuk ke kepala charger jadi tidak bisa berfungsi dengan baik jadi saya pakai kabel charger hp saya komplain dengan maksud tingal kirim saja kabelnya tapi ini malah minta bukti unboxing lah memang saya youtuber hrs ada video unboxing klo belanja online fyi ya kemasan dari ekspedi baik tidak ada rusak klo masalah didalemnya bengkok ya saya gak tau";"Negative"
"pengiriman cepatapi kurang teliti sat dikirimmacro lensnya tidak adasaya cuma dapet fish eye sama wide angle  padahal macro lens yg saya maumohon dicek dulu sebelum dikirimagak kecewa";"Negative"
"respon cepat sayang lensa macro nya ada baret masih dimaklumi lah karena murah tapi berharap kualitas barang bisa lebih baik";"Negative"
"barang sudah sampai tapi salah satu lensanya ada yang tergores ditengahnya";"Negative"
"qc oh qc  lensa dalamnya pecah katnya sudah cek qc picking asal padahal sudah nambah buble wrap perbaiki pelayanan";"Negative"
"toko terbodoh yang pernah ada 1 packing ancur tidak di packing sama sekali barang rusak 2 pesanan tidak sesuai 3 tujuan saya membeli di toko bodoh ini adalah membeli usb mini fan sebelum order tanya apakah barang ini ready toko menjawab ready hasilnya paket sampe di rumah di selipin uang refund usb mini fan tersebut kalauk barang kosong cancel saja tolol saya harap para customer berpikir berkali kali untuk belanja di toko tolol ini dari pada kecewa setelah membeli nya teriterima kasih";"Negative"
"semoga bisa ditingkatkan lagi qcnya packing baik dengan bublewrap jadi tidak mungkin patah dari pengiriman sayang saya tidak ada video unboxing karena sebelumnya pernah beli dan sangat aman mungkin sat jepit waktu packing posisinya tidak pas jadi ujungnya gompal";"Negative"
"packingnya kurang banget ujung2nya pd lecet jumlah lengkap sesuai order";"Negative"
"murah sesuai harga tapi barangnya keras banget butuh 2 tangan dan ringan gak berat jadi utk harga murah begini ya gausah ekspektasi tingi2";"Negative"
"keras sekali sampai tangan sakit  yang dijual paket bagus yg dijual lepasnya beda banget nyesel beli banyak";"Negative"
"sudah dtrima barusan ada cacat goresan2 jadi ga mulus kesan spt bekas ketara   tapi y sudahlh thanks";"Negative"
"kurang bagus buat kamera mirorles masih goyang goyang";"Negative"
"unboxing barang setelah semingu karena dari luar kota kecewa banget saya beli 2 barang ditoko ini satu tripod ini satu lagi cover plastik anti air pas diunboxing ternyata yg dikirim cuma tripod saja cover plastiknya tidak ada emang harga murah gak sebrapa tapi kualitas toko harusnya diutamakan gak tau gak teliti atau sengsaja gak dikirim yg pasti costumer sudah dirugikan waspada yg belanja online power negativege gak ngejamin trust seler";"Negative"
"kecewa barang tidak lengkap tidak ada holder u mohon dipetiksa sbelumkirim anak saya nangis dan marah";"Negative"
"barang kualitas jelek kaki patah banyak pecah sedikit ditekuk pecah dan copot blum sempet pake sudah tak buang saja";"Negative"
"ukuran mur di kepala gorilanya ga sesuai dengan ukuran mur utk holder handpone begitu juga dengan kamera saya sangat mengecewakan jadi sama sekali tak bs digunakan tolong ksh solusi dong";"Negative"
"kurang tau karena apa yg jelas sampai dirumah saya cek gorila pod nya ternyata sudah ada yg pecah menjadikan kakinya gampang copot";"Negative"
"engakn ini gimana ya gorilapod nya ga cocok sm kamera saya bahkan untuk bawanya saja ga bisa masuk ga sesuai yang di gorilapod terlalu besar padahal saya sudah diskusi tanya apakah bisa untuk fuji xa3 dan agan jawab bisa ini kebesaran ga muat di lubangnya di lubang untuk jadi tongsis hp pun ga bisa dipasang  barangnya bagus tapi ga sesuai dan gak bisa saya gunakan jadinya";"Negative"
"barang hilangtidak sampai tujuan resi nyangkut di agen kurir sempat kontak cs dan cs mau tanyakan ke rekanya dulu tapi sampai sekarang tidak ada kejelasan sayang sekali untung ini barang murah jadi saya juga tidak rugi2 amat";"Negative"
"engakmpang lepas dan kurang ngegrip di new fujifilm xt3 saya";"Negative"
"lehernya patah seler nya ga bisa ganti rugi engaktau di cek dulu apa nga sebelum di kirim";"Negative"
"barangnya tidak berfungsi dengan baik kakinya ga bisa di kunciyg lainya oke";"Negative"
"setelah beberapa lama barang sudah agak rusak padahal pemakaian jarang";"Negative"
"kaki tripod rusak tidak bs terkunci di angkat lsg turun";"Negative"
"bahanya kurang kuat sehinga pada sat mau pasang ke quick mount malah patah mekanisme penguncinya";"Negative"
"pengiriman cepat cma packingnya ndak rapi trus barangnya msudah patah blom di pkai sudah patah";"Negative"
"kecewa karna tidak teliti saya pesan 2pcs yang dikirim cuman 1 pcs emang akhirnya dikirim ulang tapi tetap kecewa karna berakibat keterlambatan datang dan tidak bisa di bawa pulang kampung saran agar lebih teliti lagi walaupun barang murah";"Negative"
"deskripsi diameter depan filter keliru sehinga ketika saya pasangkan lenshod ataupun lenscap gak cocok";"Negative"
"lcd kamera lepas dari posisinya semoga lebih teliti dalam memelih barang sebelum dikirim atau dicek";"Negative"
"sebenernya kualitasnya oke sih tapi ngak bisa masuk ke kamera yg biasanya pake phantom power";"Negative"
"barang sampai dengan selamat mic berfungsi tapi emang kualitasnya tidak sampai bisa meredam suara di sekitar";"Negative"
"respon seler bagus tapi produknya tidak suaranya kecil masih kalah dengan mic hp internal harga sangat tidak sesuai dengan kualitas";"Negative"
"engak dipacking dikirim pke boxnya gitu saja  benyek parah isinya ky barang bekas juga bnyk banget baretnya sama ada noda apan gitu kaya gel2 jorok banget";"Negative"
"barang tiba terlepas beberapa bagian ada juga bagian yg hilang entah dari toko atau dari jasa pengiriman yg krg baik";"Negative"
"untuk produk untung datang nya bagusuntuk pengemasan buruk bangetbsa di bilang ngak layakdan agak penyok kotak nyakayak bekas pakai";"Negative"
"barang bagus pengiriman cepat sayang packaging seadadanya pesanan untuk menambahkan buble wrap juga tidak dindahkan respon juga tidak bagus";"Negative"
"tidak berfungsi mau retur tapi berat di ongkir mungkin kedepanya boleh di test terlebih dahulu sebelum kirim";"Negative"
"sangat kecewa pengiriman lama banget barang nya juga rusak dan penyok jangan tergiur sama harga murah ya temanteman";"Negative"
"lemah tidak kuat berdiriapalagi utk posisi menunduk sedikit saja sudah mau jatuhtidak kuat menahan berat hp";"Negative"
"sesuai harganya build quality nya kurang bagus material bodi nya dari plastik jadinya kurang kuat nahan beban hp yg agak besar kadang bisa jatuh tripod nya kalau hp nya di posisi nunduk setelah 2 tahun pemakaian batang mount nya patah note di foto saya pasangin tripod nya dengan holder merek lain holder bawanya kurang bagus";"Negative"
"kualitasnya mengecewakanbelum dipake sudah rusak bola joinya";"Negative"
"sering goyang katanya sih bahan nya dari aluminium ternyata plastik kecewa saya beli tripod ini";"Negative"
"barang jelek belom d pake sudah pada patah";"Negative"
